[Topic] k=35,  change alpha=1.0, L=10 	[Accuracy] train: 0.577178518264 	test: 0.528143440763
[Topic] k=35,  change alpha=1.0, L=10 (cond) 	[Accuracy] train: 0.592007328524 	test: 0.534952337721
[Topic] k=35,  change alpha=1.0, L=20 	[Accuracy] train: 0.582961181724 	test: 0.528370403995
[Topic] k=35,  change alpha=1.0, L=20 (cond) 	[Accuracy] train: 0.596530401924 	test: 0.527462551067
[Topic] k=35,  change alpha=0.9, L=1 	[Accuracy] train: 0.581987862132 	test: 0.533931003177
[Topic] k=35,  change alpha=0.9, L=1 (cond) 	[Accuracy] train: 0.588343066529 	test: 0.541080344984
[Topic] k=35,  change alpha=0.9, L=3 	[Accuracy] train: 0.585365853659 	test: 0.534952337721
[Topic] k=35,  change alpha=0.9, L=3 (cond) 	[Accuracy] train: 0.587140730562 	test: 0.539945528824
[Topic] k=35,  change alpha=0.9, L=5 	[Accuracy] train: 0.580957288446 	test: 0.542442124376
[Topic] k=35,  change alpha=0.9, L=5 (cond) 	[Accuracy] train: 0.591377533494 	test: 0.534611892873
[Topic] k=35,  change alpha=0.9, L=10 	[Accuracy] train: 0.578037329669 	test: 0.530413073082
[Topic] k=35,  change alpha=0.9, L=10 (cond) 	[Accuracy] train: 0.590518722089 	test: 0.536881525193
[Topic] k=35,  change alpha=0.9, L=20 	[Accuracy] train: 0.583533722661 	test: 0.528256922379
[Topic] k=35,  change alpha=0.9, L=20 (cond) 	[Accuracy] train: 0.591205771213 	test: 0.535973672265
[Topic] k=35,  change alpha=0.8, L=1 	[Accuracy] train: 0.583190198099 	test: 0.534838856105
[Topic] k=35,  change alpha=0.8, L=1 (cond) 	[Accuracy] train: 0.586453681438 	test: 0.54176123468
[Topic] k=35,  change alpha=0.8, L=3 	[Accuracy] train: 0.583590976755 	test: 0.536541080345
[Topic] k=35,  change alpha=0.8, L=3 (cond) 	[Accuracy] train: 0.587656017405 	test: 0.540172492056
[Topic] k=35,  change alpha=0.8, L=5 	[Accuracy] train: 0.582102370319 	test: 0.540966863368
[Topic] k=35,  change alpha=0.8, L=5 (cond) 	[Accuracy] train: 0.592121836711 	test: 0.541080344984
[Topic] k=35,  change alpha=0.8, L=10 	[Accuracy] train: 0.582045116226 	test: 0.534838856105
[Topic] k=35,  change alpha=0.8, L=10 (cond) 	[Accuracy] train: 0.588114050155 	test: 0.542442124376
[Topic] k=35,  change alpha=0.8, L=20 	[Accuracy] train: 0.581243558914 	test: 0.544825238311
[Topic] k=35,  change alpha=0.8, L=20 (cond) 	[Accuracy] train: 0.588743845185 	test: 0.543236495688
[Topic] k=35,  change alpha=0.7, L=1 	[Accuracy] train: 0.583762739036 	test: 0.536427598729
[Topic] k=35,  change alpha=0.7, L=1 (cond) 	[Accuracy] train: 0.58507958319 	test: 0.542442124376
[Topic] k=35,  change alpha=0.7, L=3 	[Accuracy] train: 0.581300813008 	test: 0.538697231049
[Topic] k=35,  change alpha=0.7, L=3 (cond) 	[Accuracy] train: 0.585995648689 	test: 0.5411938266
[Topic] k=35,  change alpha=0.7, L=5 	[Accuracy] train: 0.583648230849 	test: 0.540399455288
[Topic] k=35,  change alpha=0.7, L=5 (cond) 	[Accuracy] train: 0.589946181152 	test: 0.543690422152
[Topic] k=35,  change alpha=0.7, L=10 	[Accuracy] train: 0.585308599565 	test: 0.541080344984
[Topic] k=35,  change alpha=0.7, L=10 (cond) 	[Accuracy] train: 0.589316386122 	test: 0.533704039946
[Topic] k=35,  change alpha=0.7, L=20 	[Accuracy] train: 0.585766632314 	test: 0.54176123468
[Topic] k=35,  change alpha=0.7, L=20 (cond) 	[Accuracy] train: 0.590003435246 	test: 0.532909668634
[Topic] k=35,  change alpha=0.6, L=1 	[Accuracy] train: 0.5822741326 	test: 0.537335451657
[Topic] k=35,  change alpha=0.6, L=1 (cond) 	[Accuracy] train: 0.58381999313 	test: 0.543917385384
[Topic] k=35,  change alpha=0.6, L=3 	[Accuracy] train: 0.583991755411 	test: 0.537108488425
[Topic] k=35,  change alpha=0.6, L=3 (cond) 	[Accuracy] train: 0.586682697813 	test: 0.539945528824
[Topic] k=35,  change alpha=0.6, L=5 	[Accuracy] train: 0.584163517692 	test: 0.535633227417
[Topic] k=35,  change alpha=0.6, L=5 (cond) 	[Accuracy] train: 0.585995648689 	test: 0.544257830232
[Topic] k=35,  change alpha=0.6, L=10 	[Accuracy] train: 0.584507042254 	test: 0.536087153881
[Topic] k=35,  change alpha=0.6, L=10 (cond) 	[Accuracy] train: 0.590175197527 	test: 0.536768043577
[Topic] k=35,  change alpha=0.6, L=20 	[Accuracy] train: 0.584335279973 	test: 0.536200635497
[Topic] k=35,  change alpha=0.6, L=20 (cond) 	[Accuracy] train: 0.590060689339 	test: 0.537108488425
[Topic] k=40,  change alpha=1.0, L=1 	[Accuracy] train: 0.583705484942 	test: 0.537675896505
[Topic] k=40,  change alpha=1.0, L=1 (cond) 	[Accuracy] train: 0.590804992557 	test: 0.528824330458
[Topic] k=40,  change alpha=1.0, L=3 	[Accuracy] train: 0.583476468568 	test: 0.534952337721
[Topic] k=40,  change alpha=1.0, L=3 (cond) 	[Accuracy] train: 0.588114050155 	test: 0.539945528824
[Topic] k=40,  change alpha=1.0, L=5 	[Accuracy] train: 0.579067903355 	test: 0.54289605084
[Topic] k=40,  change alpha=1.0, L=5 (cond) 	[Accuracy] train: 0.589545402496 	test: 0.536314117113
[Topic] k=40,  change alpha=1.0, L=10 	[Accuracy] train: 0.578094583763 	test: 0.528824330458
[Topic] k=40,  change alpha=1.0, L=10 (cond) 	[Accuracy] train: 0.589545402496 	test: 0.539151157512
[Topic] k=40,  change alpha=1.0, L=20 	[Accuracy] train: 0.582903927631 	test: 0.533250113482
[Topic] k=40,  change alpha=1.0, L=20 (cond) 	[Accuracy] train: 0.594812779114 	test: 0.532001815706
[Topic] k=40,  change alpha=0.9, L=1 	[Accuracy] train: 0.585365853659 	test: 0.537335451657
[Topic] k=40,  change alpha=0.9, L=1 (cond) 	[Accuracy] train: 0.591377533494 	test: 0.52961870177
[Topic] k=40,  change alpha=0.9, L=3 	[Accuracy] train: 0.582388640788 	test: 0.536314117113
[Topic] k=40,  change alpha=0.9, L=3 (cond) 	[Accuracy] train: 0.587369746937 	test: 0.539945528824
[Topic] k=40,  change alpha=0.9, L=5 	[Accuracy] train: 0.582045116226 	test: 0.544825238311
[Topic] k=40,  change alpha=0.9, L=5 (cond) 	[Accuracy] train: 0.590060689339 	test: 0.538016341353
[Topic] k=40,  change alpha=0.9, L=10 	[Accuracy] train: 0.581816099851 	test: 0.538924194281
[Topic] k=40,  change alpha=0.9, L=10 (cond) 	[Accuracy] train: 0.588343066529 	test: 0.535746709033
[Topic] k=40,  change alpha=0.9, L=20 	[Accuracy] train: 0.579411427917 	test: 0.542442124376
[Topic] k=40,  change alpha=0.9, L=20 (cond) 	[Accuracy] train: 0.591663803962 	test: 0.541420789832
[Topic] k=40,  change alpha=0.8, L=1 	[Accuracy] train: 0.585652124127 	test: 0.538583749433
[Topic] k=40,  change alpha=0.8, L=1 (cond) 	[Accuracy] train: 0.590518722089 	test: 0.52961870177
[Topic] k=40,  change alpha=0.8, L=3 	[Accuracy] train: 0.581071796633 	test: 0.536314117113
[Topic] k=40,  change alpha=0.8, L=3 (cond) 	[Accuracy] train: 0.588056796061 	test: 0.537789378121
[Topic] k=40,  change alpha=0.8, L=5 	[Accuracy] train: 0.583247452193 	test: 0.542555605992
[Topic] k=40,  change alpha=0.8, L=5 (cond) 	[Accuracy] train: 0.588457574717 	test: 0.539037675897
[Topic] k=40,  change alpha=0.8, L=10 	[Accuracy] train: 0.579125157449 	test: 0.543123014072
[Topic] k=40,  change alpha=0.8, L=10 (cond) 	[Accuracy] train: 0.58616741097 	test: 0.544144348616
[Topic] k=40,  change alpha=0.8, L=20 	[Accuracy] train: 0.580442001603 	test: 0.545733091239
[Topic] k=40,  change alpha=0.8, L=20 (cond) 	[Accuracy] train: 0.586911714188 	test: 0.542555605992
[Topic] k=40,  change alpha=0.7, L=1 	[Accuracy] train: 0.585194091378 	test: 0.538924194281
[Topic] k=40,  change alpha=0.7, L=1 (cond) 	[Accuracy] train: 0.589774418871 	test: 0.529959146618
[Topic] k=40,  change alpha=0.7, L=3 	[Accuracy] train: 0.58507958319 	test: 0.538016341353
[Topic] k=40,  change alpha=0.7, L=3 (cond) 	[Accuracy] train: 0.586625443719 	test: 0.532796187018
[Topic] k=40,  change alpha=0.7, L=5 	[Accuracy] train: 0.582159624413 	test: 0.538356786201
[Topic] k=40,  change alpha=0.7, L=5 (cond) 	[Accuracy] train: 0.587770525593 	test: 0.538243304585
[Topic] k=40,  change alpha=0.7, L=10 	[Accuracy] train: 0.584163517692 	test: 0.536654561961
[Topic] k=40,  change alpha=0.7, L=10 (cond) 	[Accuracy] train: 0.588915607466 	test: 0.535746709033
[Topic] k=40,  change alpha=0.7, L=20 	[Accuracy] train: 0.582846673537 	test: 0.536995006809
[Topic] k=40,  change alpha=0.7, L=20 (cond) 	[Accuracy] train: 0.589259132028 	test: 0.535292782569
[Topic] k=40,  change alpha=0.6, L=1 	[Accuracy] train: 0.586052902783 	test: 0.538470267817
[Topic] k=40,  change alpha=0.6, L=1 (cond) 	[Accuracy] train: 0.589259132028 	test: 0.531434407626
[Topic] k=40,  change alpha=0.6, L=3 	[Accuracy] train: 0.583705484942 	test: 0.536768043577
[Topic] k=40,  change alpha=0.6, L=3 (cond) 	[Accuracy] train: 0.587484255124 	test: 0.535292782569
[Topic] k=40,  change alpha=0.6, L=5 	[Accuracy] train: 0.584392534066 	test: 0.539945528824
[Topic] k=40,  change alpha=0.6, L=5 (cond) 	[Accuracy] train: 0.588114050155 	test: 0.538697231049
[Topic] k=40,  change alpha=0.6, L=10 	[Accuracy] train: 0.584106263598 	test: 0.537108488425
[Topic] k=40,  change alpha=0.6, L=10 (cond) 	[Accuracy] train: 0.587541509218 	test: 0.541874716296
[Topic] k=40,  change alpha=0.6, L=20 	[Accuracy] train: 0.584278025879 	test: 0.536881525193
[Topic] k=40,  change alpha=0.6, L=20 (cond) 	[Accuracy] train: 0.58725523875 	test: 0.541988197912
[Topic] k=45,  change alpha=1.0, L=1 	[Accuracy] train: 0.583762739036 	test: 0.533136631866
[Topic] k=45,  change alpha=1.0, L=1 (cond) 	[Accuracy] train: 0.591034008932 	test: 0.528370403995
[Topic] k=45,  change alpha=1.0, L=3 	[Accuracy] train: 0.579239665636 	test: 0.532228778938
[Topic] k=45,  change alpha=1.0, L=3 (cond) 	[Accuracy] train: 0.585194091378 	test: 0.532682705402
[Topic] k=45,  change alpha=1.0, L=5 	[Accuracy] train: 0.577522042826 	test: 0.540853381752
[Topic] k=45,  change alpha=1.0, L=5 (cond) 	[Accuracy] train: 0.590404213901 	test: 0.534157966409
[Topic] k=45,  change alpha=1.0, L=10 	[Accuracy] train: 0.581243558914 	test: 0.524058102587
[Topic] k=45,  change alpha=1.0, L=10 (cond) 	[Accuracy] train: 0.594698270926 	test: 0.531774852474
[Topic] k=45,  change alpha=1.0, L=20 	[Accuracy] train: 0.587369746937 	test: 0.528824330458
[Topic] k=45,  change alpha=1.0, L=20 (cond) 	[Accuracy] train: 0.59882056567 	test: 0.528937812074
[Topic] k=45,  change alpha=0.9, L=1 	[Accuracy] train: 0.585881140502 	test: 0.53359055833
[Topic] k=45,  change alpha=0.9, L=1 (cond) 	[Accuracy] train: 0.591034008932 	test: 0.528824330458
[Topic] k=45,  change alpha=0.9, L=3 	[Accuracy] train: 0.580098477041 	test: 0.537448933273
[Topic] k=45,  change alpha=0.9, L=3 (cond) 	[Accuracy] train: 0.58725523875 	test: 0.534271448025
[Topic] k=45,  change alpha=0.9, L=5 	[Accuracy] train: 0.579754952479 	test: 0.537108488425
[Topic] k=45,  change alpha=0.9, L=5 (cond) 	[Accuracy] train: 0.589717164777 	test: 0.533250113482
[Topic] k=45,  change alpha=0.9, L=10 	[Accuracy] train: 0.582388640788 	test: 0.52905129369
[Topic] k=45,  change alpha=0.9, L=10 (cond) 	[Accuracy] train: 0.590976754838 	test: 0.532001815706
[Topic] k=45,  change alpha=0.9, L=20 	[Accuracy] train: 0.583247452193 	test: 0.532001815706
[Topic] k=45,  change alpha=0.9, L=20 (cond) 	[Accuracy] train: 0.593610443147 	test: 0.534384929641
[Topic] k=45,  change alpha=0.8, L=1 	[Accuracy] train: 0.586339173251 	test: 0.534044484793
[Topic] k=45,  change alpha=0.8, L=1 (cond) 	[Accuracy] train: 0.585938394595 	test: 0.534952337721
[Topic] k=45,  change alpha=0.8, L=3 	[Accuracy] train: 0.584049009504 	test: 0.537789378121
[Topic] k=45,  change alpha=0.8, L=3 (cond) 	[Accuracy] train: 0.589946181152 	test: 0.532228778938
[Topic] k=45,  change alpha=0.8, L=5 	[Accuracy] train: 0.584793312722 	test: 0.539151157512
[Topic] k=45,  change alpha=0.8, L=5 (cond) 	[Accuracy] train: 0.587656017405 	test: 0.53949160236
[Topic] k=45,  change alpha=0.8, L=10 	[Accuracy] train: 0.578781632887 	test: 0.542555605992
[Topic] k=45,  change alpha=0.8, L=10 (cond) 	[Accuracy] train: 0.593095156304 	test: 0.534498411257
[Topic] k=45,  change alpha=0.8, L=20 	[Accuracy] train: 0.583533722661 	test: 0.536654561961
[Topic] k=45,  change alpha=0.8, L=20 (cond) 	[Accuracy] train: 0.592637123554 	test: 0.534044484793
[Topic] k=45,  change alpha=0.7, L=1 	[Accuracy] train: 0.588285812436 	test: 0.536314117113
[Topic] k=45,  change alpha=0.7, L=1 (cond) 	[Accuracy] train: 0.591835566243 	test: 0.530072628234
[Topic] k=45,  change alpha=0.7, L=3 	[Accuracy] train: 0.582159624413 	test: 0.537675896505
[Topic] k=45,  change alpha=0.7, L=3 (cond) 	[Accuracy] train: 0.590461467995 	test: 0.529278256922
[Topic] k=45,  change alpha=0.7, L=5 	[Accuracy] train: 0.58273216535 	test: 0.541307308216
[Topic] k=45,  change alpha=0.7, L=5 (cond) 	[Accuracy] train: 0.586281919157 	test: 0.538243304585
[Topic] k=45,  change alpha=0.7, L=10 	[Accuracy] train: 0.578438108325 	test: 0.54005901044
[Topic] k=45,  change alpha=0.7, L=10 (cond) 	[Accuracy] train: 0.584793312722 	test: 0.538016341353
[Topic] k=45,  change alpha=0.7, L=20 	[Accuracy] train: 0.576777739608 	test: 0.540739900136
[Topic] k=45,  change alpha=0.7, L=20 (cond) 	[Accuracy] train: 0.585022329097 	test: 0.536654561961
[Topic] k=45,  change alpha=0.6, L=1 	[Accuracy] train: 0.586224665064 	test: 0.534952337721
[Topic] k=45,  change alpha=0.6, L=1 (cond) 	[Accuracy] train: 0.591663803962 	test: 0.53132092601
[Topic] k=45,  change alpha=0.6, L=3 	[Accuracy] train: 0.586453681438 	test: 0.534725374489
[Topic] k=45,  change alpha=0.6, L=3 (cond) 	[Accuracy] train: 0.590404213901 	test: 0.526214253291
[Topic] k=45,  change alpha=0.6, L=5 	[Accuracy] train: 0.581186304821 	test: 0.540739900136
[Topic] k=45,  change alpha=0.6, L=5 (cond) 	[Accuracy] train: 0.58960265659 	test: 0.534725374489
[Topic] k=45,  change alpha=0.6, L=10 	[Accuracy] train: 0.583705484942 	test: 0.538583749433
[Topic] k=45,  change alpha=0.6, L=10 (cond) 	[Accuracy] train: 0.583934501317 	test: 0.536654561961
[Topic] k=45,  change alpha=0.6, L=20 	[Accuracy] train: 0.583877247223 	test: 0.538016341353
[Topic] k=45,  change alpha=0.6, L=20 (cond) 	[Accuracy] train: 0.583476468568 	test: 0.535973672265
[Topic] k=50,  change alpha=1.0, L=1 	[Accuracy] train: 0.585594870033 	test: 0.518951429868
[Topic] k=50,  change alpha=1.0, L=1 (cond) 	[Accuracy] train: 0.590919500744 	test: 0.52905129369
[Topic] k=50,  change alpha=1.0, L=3 	[Accuracy] train: 0.588400320623 	test: 0.525987290059
[Topic] k=50,  change alpha=1.0, L=3 (cond) 	[Accuracy] train: 0.592007328524 	test: 0.532909668634
[Topic] k=50,  change alpha=1.0, L=5 	[Accuracy] train: 0.584507042254 	test: 0.543009532456
[Topic] k=50,  change alpha=1.0, L=5 (cond) 	[Accuracy] train: 0.593553189053 	test: 0.539264639128
[Topic] k=50,  change alpha=1.0, L=10 	[Accuracy] train: 0.589831672965 	test: 0.528256922379
[Topic] k=50,  change alpha=1.0, L=10 (cond) 	[Accuracy] train: 0.598362532921 	test: 0.531547889242
[Topic] k=50,  change alpha=1.0, L=20 	[Accuracy] train: 0.593209664491 	test: 0.530072628234
[Topic] k=50,  change alpha=1.0, L=20 (cond) 	[Accuracy] train: 0.608381999313 	test: 0.53188833409
[Topic] k=50,  change alpha=0.9, L=1 	[Accuracy] train: 0.584507042254 	test: 0.529391738538
[Topic] k=50,  change alpha=0.9, L=1 (cond) 	[Accuracy] train: 0.591091263025 	test: 0.528597367227
[Topic] k=50,  change alpha=0.9, L=3 	[Accuracy] train: 0.591034008932 	test: 0.525079437131
[Topic] k=50,  change alpha=0.9, L=3 (cond) 	[Accuracy] train: 0.59240810718 	test: 0.533136631866
[Topic] k=50,  change alpha=0.9, L=5 	[Accuracy] train: 0.586110156876 	test: 0.535633227417
[Topic] k=50,  change alpha=0.9, L=5 (cond) 	[Accuracy] train: 0.593209664491 	test: 0.537108488425
[Topic] k=50,  change alpha=0.9, L=10 	[Accuracy] train: 0.591492041681 	test: 0.53132092601
[Topic] k=50,  change alpha=0.9, L=10 (cond) 	[Accuracy] train: 0.596644910111 	test: 0.536654561961
[Topic] k=50,  change alpha=0.9, L=20 	[Accuracy] train: 0.593495934959 	test: 0.536768043577
[Topic] k=50,  change alpha=0.9, L=20 (cond) 	[Accuracy] train: 0.601110729417 	test: 0.536654561961
[Topic] k=50,  change alpha=0.8, L=1 	[Accuracy] train: 0.58381999313 	test: 0.529164775306
[Topic] k=50,  change alpha=0.8, L=1 (cond) 	[Accuracy] train: 0.593724951334 	test: 0.523377212892
[Topic] k=50,  change alpha=0.8, L=3 	[Accuracy] train: 0.591263025306 	test: 0.526895142987
[Topic] k=50,  change alpha=0.8, L=3 (cond) 	[Accuracy] train: 0.59366769724 	test: 0.534952337721
[Topic] k=50,  change alpha=0.8, L=5 	[Accuracy] train: 0.586911714188 	test: 0.532228778938
[Topic] k=50,  change alpha=0.8, L=5 (cond) 	[Accuracy] train: 0.591034008932 	test: 0.537335451657
[Topic] k=50,  change alpha=0.8, L=10 	[Accuracy] train: 0.58960265659 	test: 0.531434407626
[Topic] k=50,  change alpha=0.8, L=10 (cond) 	[Accuracy] train: 0.592980648116 	test: 0.538016341353
[Topic] k=50,  change alpha=0.8, L=20 	[Accuracy] train: 0.591778312149 	test: 0.527462551067
[Topic] k=50,  change alpha=0.8, L=20 (cond) 	[Accuracy] train: 0.593152410397 	test: 0.536427598729
[Topic] k=50,  change alpha=0.7, L=1 	[Accuracy] train: 0.589201877934 	test: 0.524285065819
[Topic] k=50,  change alpha=0.7, L=1 (cond) 	[Accuracy] train: 0.593896713615 	test: 0.523604176123
[Topic] k=50,  change alpha=0.7, L=3 	[Accuracy] train: 0.588629336998 	test: 0.527462551067
[Topic] k=50,  change alpha=0.7, L=3 (cond) 	[Accuracy] train: 0.595499828238 	test: 0.526781661371
[Topic] k=50,  change alpha=0.7, L=5 	[Accuracy] train: 0.587827779686 	test: 0.53245574217
[Topic] k=50,  change alpha=0.7, L=5 (cond) 	[Accuracy] train: 0.58897286156 	test: 0.533250113482
[Topic] k=50,  change alpha=0.7, L=10 	[Accuracy] train: 0.590117943433 	test: 0.530299591466
[Topic] k=50,  change alpha=0.7, L=10 (cond) 	[Accuracy] train: 0.589373640215 	test: 0.534952337721
[Topic] k=50,  change alpha=0.7, L=20 	[Accuracy] train: 0.591091263025 	test: 0.53075351793
[Topic] k=50,  change alpha=0.7, L=20 (cond) 	[Accuracy] train: 0.591148517119 	test: 0.536881525193
[Topic] k=50,  change alpha=0.6, L=1 	[Accuracy] train: 0.589259132028 	test: 0.524852473899
[Topic] k=50,  change alpha=0.6, L=1 (cond) 	[Accuracy] train: 0.593495934959 	test: 0.522809804812
[Topic] k=50,  change alpha=0.6, L=3 	[Accuracy] train: 0.591263025306 	test: 0.527916477531
[Topic] k=50,  change alpha=0.6, L=3 (cond) 	[Accuracy] train: 0.595270811863 	test: 0.525646845211
[Topic] k=50,  change alpha=0.6, L=5 	[Accuracy] train: 0.590575976182 	test: 0.528597367227
[Topic] k=50,  change alpha=0.6, L=5 (cond) 	[Accuracy] train: 0.590575976182 	test: 0.534611892873
[Topic] k=50,  change alpha=0.6, L=10 	[Accuracy] train: 0.590461467995 	test: 0.530413073082
[Topic] k=50,  change alpha=0.6, L=10 (cond) 	[Accuracy] train: 0.595442574144 	test: 0.52961870177
[Topic] k=50,  change alpha=0.6, L=20 	[Accuracy] train: 0.589888927058 	test: 0.530866999546
[Topic] k=50,  change alpha=0.6, L=20 (cond) 	[Accuracy] train: 0.595614336425 	test: 0.529505220154
